iter	Logloss
175	0.2613238548
176	0.2608562674
177	0.2604196927
178	0.2595646078
179	0.2592092382
180	0.2590719724
181	0.2585807626
182	0.2582883932
183	0.2580370598
184	0.2575481182
185	0.2572231047
186	0.2570016085
187	0.256816288
188	0.2565537863
189	0.2561109428
190	0.2558272081
191	0.2555028134
192	0.2553320018
193	0.25501024
194	0.2548372446
195	0.2545394156
196	0.2541930194
197	0.2538212551
198	0.2534748781
199	0.253276962
200	0.2528734545
201	0.2525923896
202	0.2523137653
203	0.2519986671
204	0.251574698
205	0.2508150736
206	0.2503660106
207	0.2500634063
208	0.2494289768
209	0.2490901244
210	0.2485021097
211	0.2481089902
212	0.2477243208
213	0.2473241252
214	0.2471192527
215	0.2467237003
216	0.2463086955
217	0.2454699306
218	0.2450283819
219	0.2447668273
220	0.2443069364
221	0.2440468706
222	0.2436347314
223	0.2432623378
224	0.2428179472
225	0.2425086389
226	0.2421760854
227	0.2418489101
228	0.2415400023
229	0.2412114267
230	0.2408211815
231	0.2402187714
232	0.2398633588
233	0.2393911334
234	0.2390499414
235	0.2386631353
236	0.2382562398
237	0.2374502931
238	0.237185733
239	0.2368104401
240	0.2362803251
241	0.2359847181
242	0.2352527768
243	0.234819856
244	0.2345166132
245	0.2343435666
246	0.233786993
247	0.2334733618
248	0.23313486
249	0.232888464
250	0.2325724956
251	0.2320508712
252	0.23167344
253	0.2314027837
254	0.2309353281
255	0.2305618129
256	0.2300647295
257	0.2296249842
258	0.2290949364
259	0.2288505095
260	0.2287106389
261	0.2284337205
262	0.2281005813
263	0.227729032
264	0.2272658367
265	0.2269643007
266	0.2267227384
267	0.2264736874
268	0.2260495858
269	0.225609426
270	0.2250209551
271	0.2247732067
272	0.2244344126
273	0.2239722005
274	0.2235812831
275	0.2231743949
276	0.2228150764
277	0.2221725353
278	0.2217547
279	0.221536315
280	0.2210489524
281	0.2207664475
282	0.2201925196
283	0.2198776811
284	0.2196620976
285	0.2193218897
286	0.2189722522
287	0.2187201048
288	0.2184467331
289	0.2180810736
290	0.2177825869
291	0.2174007844
292	0.2169880822
293	0.2168201262
294	0.2165409649
295	0.2162970394
296	0.2160662644
297	0.2156859606
298	0.2154482689
299	0.2151500708
300	0.2148204962
301	0.214586532
302	0.2142931369
303	0.2139808119
304	0.2135411467
305	0.2131376143
306	0.2130187009
307	0.2126446245
308	0.2124464155
309	0.2122036784
310	0.2119576241
311	0.211799962
312	0.211561175
313	0.2112131326
314	0.2109611972
315	0.2106871394
316	0.2104866492
317	0.2101390096
318	0.2096755228
319	0.2094483513
320	0.209230348
321	0.2087189931
322	0.2082700324
323	0.2078408075
324	0.2075378481
325	0.2072800348
326	0.2070671695
327	0.2069525745
328	0.2068583119
329	0.2066422849
330	0.2063273483
331	0.206013918
332	0.205784244
333	0.2053997617
334	0.2052030268
335	0.204992005
336	0.2047631833
337	0.2045654744
338	0.204178858
339	0.2038440157
340	0.2034481429
341	0.2032113985
342	0.2029036565
343	0.2026916744
344	0.2024334393
345	0.2022048881
346	0.2019351591
347	0.201622307
348	0.2014544032
349	0.2011963729
350	0.2010641993
351	0.2007925424
352	0.2005888393
353	0.2003498053
354	0.2000768841
355	0.1998691467
356	0.1996783333
357	0.1994833403
358	0.1993122611
359	0.1988993031
360	0.1986169422
361	0.1983743858
362	0.1980877391
363	0.1979467637
364	0.1977791793
365	0.1976122377
366	0.1973490208
367	0.1969912014
368	0.1966900709
369	0.1961983662
370	0.1959873732
371	0.1958381029
372	0.1954445926
373	0.1950953325
374	0.1948459808
375	0.194496664
376	0.1942188579
377	0.1939611597
378	0.1935736367
379	0.1932143776
380	0.1928743103
381	0.1926173461
382	0.1923453053
383	0.1920687333
384	0.191809395
385	0.1915687671
386	0.1913309337
387	0.191034287
388	0.1907737613
389	0.1905810841
390	0.1903726995
391	0.1900260214
392	0.1897175341
393	0.1895205151
394	0.189295499
395	0.1890643281
396	0.1888882358
397	0.1886770527
398	0.1884531659
399	0.1883063104
400	0.1880315927
401	0.1878141781
402	0.1875676583
403	0.1873848496
404	0.187230891
405	0.1869037992
406	0.1867178302
407	0.1864873778
408	0.1862329506
409	0.1858910171
410	0.1856542308
411	0.1853575058
412	0.1852308329
413	0.1850519863
414	0.1848054123
415	0.1845388157
416	0.1843048861
417	0.1841323859
418	0.1839693614
419	0.183801422
420	0.1835540771
421	0.1833008434
422	0.183109269
423	0.1829563058
424	0.1827709389
425	0.1825741844
426	0.1822694776
427	0.1820746536
428	0.1818776535
429	0.1816797215
430	0.1814592477
431	0.1812911166
432	0.1810635666
433	0.1808510639
434	0.1806432815
435	0.1804834215
436	0.1803000711
437	0.1800526036
438	0.1799089236
439	0.1796300074
440	0.1794176592
441	0.1791976652
442	0.1788246335
443	0.1786189735
444	0.1784733568
445	0.1782327534
446	0.1780927124
447	0.1778300504
448	0.1776943967
449	0.1775187421
450	0.1773308592
451	0.1771666508
452	0.1769458076
453	0.1766790089
454	0.1764432988
455	0.1762478094
456	0.1760890711
457	0.1759064167
458	0.1757047805
459	0.1754790472
460	0.1752655719
461	0.1748763754
462	0.1746756717
463	0.1745197943
464	0.1743104615
465	0.174151471
466	0.174040353
467	0.1738978855
468	0.173685175
469	0.1735402864
470	0.17327351
471	0.1730703687
472	0.1729193715
473	0.1728110714
474	0.1727178492
475	0.172613545
476	0.1724634846
477	0.1723427178
478	0.1720351438
479	0.1717646059
480	0.1715626219
481	0.1714351035
482	0.1712263045
483	0.1710654942
484	0.1707359857
485	0.1705981212
486	0.1703510203
487	0.1701963169
488	0.1700179239
489	0.1698660126
490	0.1696844641
491	0.1695582263
492	0.1693973395
493	0.1691932712
494	0.1690944992
495	0.1689005954
496	0.168734636
497	0.1685772531
498	0.1683620924
499	0.1682136162
500	0.1680780711
501	0.1679103671
502	0.1677063714
503	0.1674920508
504	0.1673012551
505	0.1671077187
506	0.1669364988
507	0.1666443377
508	0.1663636668
509	0.1661455198
510	0.1659509033
511	0.1657557656
512	0.1655730698
513	0.1653662095
514	0.1652220669
515	0.1650616782
516	0.1649282824
517	0.1645428764
518	0.1643375451
519	0.164104929
520	0.1639608775
521	0.1637500184
522	0.1635738713
523	0.1634358029
524	0.1631799284
525	0.1630463428
526	0.1628321223
527	0.1626892774
528	0.1625102802
529	0.1623591447
530	0.1621925339
531	0.162012726
532	0.1618530943
533	0.1617026675
534	0.1615852416
535	0.1613770946
536	0.1611490517
537	0.1609708339
538	0.1608080284
539	0.1606145573
540	0.1604288153
541	0.1603124993
542	0.160114568
543	0.1599896593
544	0.1598269217
545	0.1596006138
546	0.1594570618
547	0.1593542444
548	0.1592045629
549	0.1590574834
550	0.1589029199
551	0.1587280722
552	0.1585750499
553	0.1584298049
554	0.1582729542
555	0.1581664823
556	0.1580370097
557	0.1578999227
558	0.1577791612
559	0.1575647373
560	0.1574563644
561	0.1572124007
562	0.1569171638
563	0.1567806784
564	0.1566898869
565	0.1566244622
566	0.1564809559
567	0.1563686273
568	0.1561126238
569	0.1558597003
570	0.1557954262
571	0.1556478705
572	0.1554918841
573	0.155359566
574	0.1552177986
575	0.1550470629
576	0.154949897
577	0.1547978637
578	0.15471171
579	0.1545624315
580	0.1544343599
581	0.1542275465
582	0.1541184532
583	0.1539901347
584	0.1538241108
585	0.1537247892
586	0.1535968298
587	0.1533725733
588	0.1532521137
589	0.1530731024
590	0.1529545951
591	0.1528222864
592	0.1525470932
593	0.1524329044
594	0.1523070631
595	0.152177116
596	0.1519667107
597	0.151784767
598	0.1516923274
599	0.1515686993
600	0.1514422205
601	0.1512423356
602	0.1510814469
603	0.1508438807
604	0.1506842342
605	0.1505701193
606	0.1504939839
607	0.1504089296
608	0.1502923665
609	0.1502328493
610	0.1501048684
611	0.1499153208
612	0.1498278471
613	0.1497191426
614	0.149489708
615	0.1493773585
616	0.1491753541
617	0.149011636
618	0.1488520599
619	0.1486750968
620	0.1484932869
621	0.1482806834
622	0.14815807
623	0.1480730032
624	0.147967304
625	0.1478382519
626	0.1477412191
627	0.1476329036
628	0.1475482123
629	0.1473915155
630	0.1473087856
631	0.1471237637
632	0.1469984493
633	0.1468998253
634	0.146684215
635	0.1465632112
636	0.1464395616
637	0.1463380009
638	0.1461863339
639	0.1461136592
640	0.1459931112
641	0.1458637945
642	0.1457297177
643	0.1456156902
644	0.1454090173
645	0.1452788493
646	0.1450901605
647	0.145005106
648	0.144887508
649	0.1447739043
650	0.1445639913
651	0.1444320507
652	0.1443016614
653	0.1442179651
654	0.1441006024
655	0.1439874311
656	0.1436797994
657	0.1435072169
658	0.1433946758
659	0.1432814153
660	0.1432238658
661	0.1430815718
662	0.1429713538
663	0.1428042673
664	0.1426651471
665	0.1425652015
666	0.1424584321
667	0.1423220806
668	0.1422236084
669	0.142156219
670	0.1420813773
671	0.141846005
672	0.1416375767
673	0.1415353215
674	0.1414379022
675	0.1413331731
676	0.1411606923
677	0.1410599719
678	0.1408979071
679	0.1407728196
680	0.1406714628
681	0.1406003338
682	0.1404405614
683	0.140325254
684	0.1401764422
685	0.1400606271
686	0.1399141489
687	0.1398464211
688	0.1397357299
689	0.1395639748
690	0.1394628449
691	0.1393788213
692	0.139249651
693	0.1390224431
694	0.1389117322
695	0.1388245593
696	0.138746946
697	0.1386453818
698	0.1384243764
699	0.1383148865
700	0.1382343711
701	0.1381067868
702	0.1379398381
703	0.1378091435
704	0.1377285175
705	0.1375129579
706	0.1372407818
707	0.1371299728
708	0.1370284035
709	0.1368354163
710	0.1366260863
711	0.1364695978
712	0.1363463723
713	0.1362229202
714	0.1361521941
715	0.1360378332
716	0.1359259498
717	0.1358140168
718	0.1356922084
719	0.1355952087
720	0.1354881785
721	0.1353424347
722	0.1352559301
723	0.1350996868
724	0.13502171
725	0.1348727045
726	0.1348071889
727	0.134646673
728	0.1345695694
729	0.1344435519
730	0.1343570784
731	0.1342794183
732	0.1341699185
733	0.1340343085
734	0.1339424672
735	0.1337764039
736	0.1337251547
737	0.1336562365
738	0.1335598286
739	0.1333461528
740	0.133246445
741	0.133195917
742	0.1330584727
743	0.1329730047
744	0.1328804274
745	0.1327885261
746	0.1327136728
747	0.1325970542
748	0.1324157125
749	0.1323100925
750	0.1321545984
751	0.132050506
752	0.1319396794
753	0.13180104
754	0.1316889039
755	0.131608815
756	0.1315030474
757	0.1313973556
758	0.1312855698
759	0.1311788847
760	0.1310905342
761	0.1309979071
762	0.1309191021
763	0.1307766967
764	0.1306441114
765	0.1304289201
766	0.1303036421
767	0.1302058071
768	0.1301183943
769	0.1300347595
770	0.1299338102
771	0.1298526907
772	0.1297672034
773	0.12969782
774	0.129625602
775	0.1294926006
776	0.1293583335
777	0.1292467792
778	0.1291320118
779	0.1290578859
780	0.1290010148
781	0.1286392761
782	0.1285480894
783	0.128458306
784	0.1283863481
785	0.1283126202
786	0.1281788113
787	0.1280806011
788	0.1279732887
789	0.1277687005
790	0.1276898468
791	0.1276119106
792	0.1275029265
793	0.1274279748
794	0.1273064315
795	0.1271745856
796	0.127109524
797	0.1269970368
798	0.126908326
799	0.1268527889
800	0.1267589899
801	0.1266654976
802	0.1265850935
803	0.1264731441
804	0.1263861226
805	0.1262326032
806	0.1261703146
807	0.1260705844
808	0.1258879946
809	0.1258235449
810	0.1257467178
811	0.1256081971
812	0.1254791161
813	0.1253067849
814	0.1251667371
815	0.1250959606
816	0.1249685117
817	0.1248868226
818	0.1248240443
819	0.124736437
820	0.124651471
821	0.1245595586
822	0.124480996
823	0.1243178477
824	0.1242197607
825	0.1241856357
826	0.1241076871
827	0.1239855959
828	0.1238899184
829	0.1237611242
830	0.123635953
831	0.123566181
832	0.1234776125
833	0.1234070332
834	0.1233263879
835	0.1231908461
836	0.1231138391
837	0.1230016182
838	0.1228880016
839	0.1227913094
840	0.1226867787
841	0.1226052231
842	0.1225418634
843	0.1224455385
844	0.1223814327
845	0.122159055
846	0.1220997857
847	0.1219891915
848	0.1218808833
849	0.1218131209
850	0.1216693426
851	0.1214902504
852	0.1213905687
853	0.121280481
854	0.1211239048
855	0.1210143209
856	0.1209579639
857	0.1208941305
858	0.1208118942
859	0.1206599979
860	0.1205641039
861	0.1204879561
862	0.1203468399
863	0.1202333259
864	0.1201407688
865	0.12007671
866	0.1200129042
867	0.1199101269
868	0.1198119612
869	0.1197497454
870	0.1196281298
871	0.1195459508
872	0.1194358234
873	0.1193624041
874	0.1192457259
875	0.1191654498
876	0.1190378793
877	0.118987916
878	0.1188989062
879	0.118773076
880	0.1187032458
881	0.1186074202
882	0.1184336683
883	0.1183074822
884	0.1182178701
885	0.1181660436
886	0.1180655406
887	0.1179775725
888	0.1178648149
889	0.1177833712
890	0.117722937
891	0.1175889437
892	0.1175506829
893	0.1174832649
894	0.1173887116
895	0.117309894
896	0.117247241
897	0.1171995772
898	0.1170348246
899	0.1169570111
900	0.1169108494
901	0.1167926631
902	0.1166965566
903	0.1166198998
904	0.1165488069
905	0.1164813896
906	0.1164283154
907	0.1163717636
908	0.1162608452
909	0.1162037227
910	0.1161535069
911	0.1160739109
912	0.1160550167
913	0.1159857313
914	0.1158796456
915	0.1157719208
916	0.1156983179
917	0.1155496844
918	0.1154318008
919	0.1153612621
920	0.1152063642
921	0.1151547993
922	0.1150548414
923	0.1149932475
924	0.1148942788
925	0.1148307819
926	0.1147729301
927	0.1146197269
928	0.1145537198
929	0.1144617894
930	0.1144195746
931	0.1143304414
932	0.1142335372
933	0.1141663687
934	0.1140625992
935	0.1140243693
936	0.1139509168
937	0.1138780766
938	0.1138017374
939	0.1136973532
940	0.113640025
941	0.1135618657
942	0.1134660785
943	0.1133856453
944	0.1133570077
945	0.1132521961
946	0.1130564885
947	0.1129658152
948	0.1128842702
949	0.1127803604
950	0.1127297938
951	0.1126659958
952	0.1125780382
953	0.1125028887
954	0.1124467335
955	0.112376651
956	0.1122832661
957	0.1121939448
958	0.1121236103
959	0.1120677352
960	0.1119805658
961	0.1119243855
962	0.1118656591
963	0.1118360244
964	0.1117813492
965	0.1117272265
966	0.1116634885
967	0.111624814
968	0.111516456
969	0.1113880663
970	0.1113465289
971	0.1112760644
972	0.1111718244
973	0.1111087673
974	0.1110541261
975	0.1108813153
976	0.1107581534
977	0.1107164408
978	0.1106643419
979	0.1106041537
980	0.1105210218
981	0.1104285507
982	0.1103304943
983	0.1102018261
984	0.1100645098
985	0.1100037026
986	0.1099360433
987	0.1098736709
988	0.1098131877
989	0.1097611857
990	0.1096919048
991	0.1096246078
992	0.1095581937
993	0.1095177163
994	0.1094812996
995	0.1094413733
996	0.1093966194
997	0.109311522
998	0.1092525704
999	0.1091735343
